id,"Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)",Q2: How many ingredients would you expect this food item to contain?,Q3: In what setting would you expect this food to be served? Please check all that apply,Q4: How much would you expect to pay for one serving of this food item?,Q5: What movie do you think of when thinking of this food item?,Q6: What drink would you pair with this food item?,"Q7: When you think about this food item, who does it remind you of?",Q8: How much hot sauce would you add to this food item?,Label,Q4
87783,4,At least 4 ingredients ,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$40 for dinner. ,Kill Bill,Coca-Cola or Beer,"Parents,Strangers",A little (mild),Sushi,40.0
632431,4,"raw fish, rice","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10.99$,Pokemon the first movie ,Water,Friends,A lot (hot),Sushi,10.99
744091,2,"Depends but around 2+. I would say the average is around 4 with the 2 ingredients for the filling, 1 for rice and 1 for the wrap.","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",Mabye each sushi cost 2$?,The Wolverine,Water,Parents,,Sushi,2.0
519570,5,5,"Weekend lunch,Weekend dinner",$20 ,House MD,Water,Parents,,Sushi,20.0
744484,4,8,"Week day lunch,Weekend lunch,At a party,Late night snack",$10 ,Jiro Dreams of Sushi,Water,"Teachers,Strangers",A little (mild),Sushi,10.0
508149,4,5,"Week day lunch,Week day dinner,Weekend dinner",24,The Fast and the Furious: Tokyo Drift,Green Tea,"Parents,Friends",,Sushi,24.0
524992,3,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",12,Crazy Rich Asians,water,"Parents,Siblings,Friends",,Sushi,12.0
413570,2,5 ingredients,"Week day lunch,Weekend lunch,At a party",$5 ,Shark Tale,Green tea,"Friends,Teachers,Strangers",A moderate amount (medium),Sushi,5.0
306207,2,5-8,"Week day lunch,Weekend lunch,Late night snack",$6 ,Who am I? (Jackie Chan),Water,Friends,A little (mild),Sushi,6.0
634468,4,4-5,"Week day dinner,Weekend dinner",20,Cars 2,Tea,"Parents,Siblings,Friends",A little (mild),Sushi,20.0
522205,5,3+,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$15 ,Cars,Green Tea,"Parents,Siblings,Friends",,Sushi,15.0
5978,4,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12 dollars,Jiro Dreams of Sushi,Water,"Siblings,Friends",,Sushi,12.0
742611,3,"1. Seaweed

2. Rice

Many other possibilities of the main ingrediant:

3. Carrot / Yellow Radish / Cucumber / Avogado

4. Meat (Tuna, Salmon)","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","Really depends on the main ingredient, usually $5-$15 for a roll.","Japanese movies, food documentaries.","stereotypically nihonshu, but maybe tea and water too.","Parents,Siblings,Friends",,Sushi,10.0
631198,4,5,"Weekend lunch,Weekend dinner,At a party",12,Your Name,water,"Parents,Friends,Strangers",A lot (hot),Sushi,12.0
606150,3,Five.,"Week day lunch,Weekend lunch,Late night snack",10 CAD.,"Jiro Dreams of Sushi
--------------------",Coca Cola.,Siblings,,Sushi,10.0
313577,4,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$10 ,the big short,coke,"Parents,Siblings",I will have some of this food item with my hot sauce,Sushi,10.0
629700,2,3,"Weekend lunch,Weekend dinner",$15 ,Big Hero 6,Water,Friends,,Sushi,15.0
630928,2,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",13,Kodoku No Gurume,Barley tea,Parents,,Sushi,13.0
607286,3,10,"Weekend lunch,Weekend dinner",$15 ,Godzilla,Milk,"Friends,Strangers",A moderate amount (medium),Sushi,15.0
607609,4,3,"Week day dinner,Weekend dinner",$14 ,Bullet Train,Sake,"Parents,Strangers",,Sushi,14.0
522890,3,It can vary from the type of sushi. So lets say 2-15 ingredients.,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5$ up to 20$,Anime,Water,Strangers,,Sushi,12.5
630227,4,3+,Weekend dinner,$30 ,Your Name,Water,Strangers,A little (mild),Sushi,30.0
603607,4,2,"Week day lunch,Weekend lunch,Late night snack",10,Memoirs of a Geisha,Water,Friends,,Sushi,10.0
617029,2,4,"Week day dinner,Weekend dinner,Late night snack",10,G.I. Joe,Sparkling water,"Parents,Friends,Strangers",,Sushi,10.0
617462,2,5,Weekend dinner,$20 ,OldBoy,Sake,Parents,,Sushi,20.0
633001,4,4,"Week day lunch,Weekend lunch,At a party",10,"Monsters, Inc.",Water,Friends,,Sushi,10.0
634690,4,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$18 ,Monsters Inc.,Water,Siblings,,Sushi,18.0
630198,4,5,"Week day lunch,Weekend dinner",15,inception,water,"Parents,Siblings",,Sushi,15.0
520507,2,4,"Week day dinner,Weekend dinner,Late night snack",$4.50 ,,Water,"Friends,Strangers",,Sushi,4.5
635065,5,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10,Penguins of madagascar,Beer,"Siblings,Friends",A little (mild),Sushi,10.0
613209,1,3,Weekend dinner,17-18$,Jiro Dreams of Sushi,Water,Friends,,Sushi,17.5
605452,5,5,"Week day lunch,Weekend lunch",25,Jiro Dreams of Sushi,Sake,Friends,A little (mild),Sushi,25.0
24137,5,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",25,japanese movie,water,Friends,,Sushi,25.0
518809,1,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",6,none,coke,Parents,,Sushi,6.0
634646,4,5,"Week day dinner,Weekend dinner,At a party,Late night snack",$10 ,Monsters Inc,water,"Friends,Strangers",A little (mild),Sushi,10.0
508156,3,4-7,"Week day dinner,Weekend dinner",$10 ,Crazy rich asians,Water,"Siblings,Friends",A moderate amount (medium),Sushi,10.0
632909,4,4,"Week day dinner,Weekend dinner",$20 ,John Wick,green tea,"Parents,Siblings,Friends",,Sushi,20.0
414734,5,3,"Week day dinner,Weekend dinner",30-40$,no movie,sake,Friends,,Sushi,35.0
630250,2,"Seafood, rice, nori","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",18 to 20 dollars,jiro dreams of sushi,green tea,"Parents,Friends",A lot (hot),Sushi,19.0
411810,2,3,"Weekend lunch,Weekend dinner",$30 ,Tokyo drift,Water,"Parents,Siblings",,Sushi,30.0
214145,1,10,"Weekend lunch,At a party",10,shrek3,powerade,Teachers,A lot (hot),Sushi,10.0
628986,2,5,Late night snack,12.79,Aquaman,Soda,"Friends,Strangers",A moderate amount (medium),Sushi,12.79
211158,5,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",8,,miso soup,Friends,,Sushi,8.0
507382,5,7 to 10 ingredients,"Week day dinner,Weekend dinner",12 Dollars,47 Ronin,Green Tea,"Parents,Siblings",,Sushi,12.0
522877,4,8 ingredients ,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$20 ,Barbie (2021),Water,"Siblings,Friends,Strangers",A little (mild),Sushi,20.0
635024,4,5-7.,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",10 dollars.,Howl's Moving Castle,Water,Friends,,Sushi,10.0
602845,4,The number of ingredients in this food item is between 4 and 7.,At a party,About $25.,I think of the Spider-Man movie.,I like traditional green tea with it.,Friends,,Sushi,25.0
519822,4,5,"Week day lunch,Week day dinner",15,Madagascar,Water,"Siblings,Friends",A lot (hot),Sushi,15.0
600849,5,5,"Week day lunch,Weekend lunch,Weekend dinner",$5 ,Rush Hour,Water,"Siblings,Friends",,Sushi,5.0
605148,5,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",One sushi roll: $15,Monsters Inc.,"Water, green tea","Siblings,Friends",,Sushi,15.0
631600,2,I have never eaten sushi before so I am guessing: Around 4 ingredients. I believe there are multiple types of sushi's so it may depend.,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",I would probably expect to pay $10 for a tray of sushi,Penguins of Madagascar. There was a scene where all penguins made sushi and had to fight a big purple octopus with it.,Water,Friends,,Sushi,10.0
716142,5,"5 - Avacoda, cucumber, rice, fish, seaweed",Week day lunch,$10 ,Kill Bill,Green Tea,"Parents,Siblings",A lot (hot),Sushi,10.0
525853,2,2 to 4 ingredients,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5 to 20 dollars,Finding Nemo,Water,"Friends,Strangers",,Sushi,12.5
835124,5,4,"Week day lunch,Weekend lunch,Weekend dinner",$10 ,Pokemon,Green Tea,"Parents,Friends",,Sushi,10.0
634764,4,5,"Week day lunch,Late night snack",$15 ,9,Water,Friends,A little (mild),Sushi,15.0
630117,4,Usually 2 if we talking about one piece of normal sushi,"Week day lunch,Weekend lunch,Weekend dinner",around 1 per piece,Japanese movie,Hot matcha,Parents,,Sushi,1.0
631531,3,~2-3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",~$15-20,jiro dreams of sushi,water,Friends,,Sushi,17.5
714062,4,At least 3,"Week day dinner,Weekend dinner",At least 15 CAD,James Bond,Green Tea,Siblings,,Sushi,15.0
629156,1,4,"Week day lunch,Weekend dinner,Late night snack",15,Jiro Dreams of Sushi,Green tea,Parents,,Sushi,15.0
498563,4,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",$6.50 ,Wags,Green tea,"Parents,Siblings",,Sushi,6.5
625319,5,"Fish
Rice
Seaweed","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",5$,Your Name,Water or fruit juice.,"Friends,Teachers,Strangers",A lot (hot),Sushi,5.0
723931,3,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",20 dollars,naruto,matcha,"Parents,Siblings",,Sushi,20.0
526497,4,6,"Week day lunch,Week day dinner,At a party",$8.00 ,Notting Hill,Mango Juice,"Friends,Strangers",A moderate amount (medium),Sushi,8.0
630999,2,3,Weekend dinner,A box of sushi would be around 8 dollar.,,Green tea,Friends,,Sushi,8.0
97339,3,5,"Week day dinner,Weekend dinner",$3 ,The Wolverine,Water,"Siblings,Friends",,Sushi,3.0
631909,4,3-5,"Week day dinner,Weekend dinner",$5 ,Rush Hour 2,Green Tea,"Parents,Siblings,Friends",A moderate amount (medium),Sushi,5.0
625349,3,5,"Week day dinner,Weekend dinner,Late night snack",14,Made in Abyss: Dawn of the Deep Soul,Bubble Milk Tea,Friends,,Sushi,14.0
632299,4,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",20 dollars,Madagascar,Tea,Parents,A little (mild),Sushi,20.0
616634,1,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",7,The Wolverine,Water,"Parents,Siblings,Friends",,Sushi,7.0
616836,5,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$10 ,Kung Fu Panda,Diet Coke,"Siblings,Strangers",,Sushi,10.0
609116,4,5,"Week day dinner,Weekend dinner,At a party",$10 ,Your Name,tea,Friends,A little (mild),Sushi,10.0
626789,3,5,"Week day lunch,Weekend lunch",14,,diet coke,Friends,,Sushi,14.0
504599,2,2-5,"Week day dinner,Weekend dinner",15 CAD for 8 pieces,Meitantei Konan,Barley tea,"Parents,Friends",,Sushi,11.5
632684,5,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12,Cars,Coca Cola,"Friends,Strangers",,Sushi,12.0
522967,4,5,"Week day lunch,Weekend lunch,Weekend dinner",35,the last samurai,water,"Parents,Siblings,Friends",,Sushi,35.0
632893,4,4,Weekend dinner,$20 ,ShangChi,Water,"Parents,Siblings,Friends",,Sushi,20.0
632156,5,"I would expect this food item to contain at least five ingredients, taking a nigiri sushi as an example: rice, vinegar, sugar, salt, and fish.","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","Taking one set as one serving, I would expect to pay $20.",I don't have a movie I think of when I think of sushi.,I would pair tea with sushi.,"Parents,Siblings,Strangers",A little (mild),Sushi,20.0
603582,4,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",20 CAD,Godzilla,Rice wine,"Parents,Siblings,Friends",,Sushi,20.0
626754,5,"Seaweed, Rice, Raw Fish. So 3 ingredients.","Week day dinner,Weekend lunch,Weekend dinner",$15 ,Bullet Train,Water,Friends,,Sushi,15.0
298481,3,4-12,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$9-$40,Avengers,Milk Tea,"Parents,Friends",,Sushi,24.5
631583,5,4,"Week day dinner,Weekend dinner,At a party,Late night snack",8,"**************
Johnny English
**************",ALCOHOLIC SAKE,"Friends,Teachers",,Sushi,8.0
718026,5,4,"Week day dinner,Weekend dinner",20,tokyo drift,pepsi,"Parents,Friends",,Sushi,20.0
616713,4,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",25,Billions - TV Show,Sake,"Parents,Siblings,Friends",,Sushi,25.0
602533,2,4,"Week day lunch,Week day dinner,Weekend dinner",10,Rush Hour,Water,Parents,,Sushi,10.0
522345,4,It could contain anywhere between 2 to 8 ingredients,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",One serving of sushi would be $16,Madagascar 2,straight soy sauce by the gallon,"Parents,Friends",A moderate amount (medium),Sushi,16.0
629758,4,5,"Week day dinner,Weekend dinner",around 17 dollars,Weathering with You,tea,"Parents,Siblings",,Sushi,17.0
631496,3,4-5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$10 ,The Fast and the Furious: Tokyo Drift,Water,Friends,A little (mild),Sushi,10.0
491374,3,2-3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",10-25 Canadian dollars,,Hot Tea,"Parents,Friends",,Sushi,17.5
632051,5,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",20,Godzilla,Bubble Tea,"Parents,Siblings,Friends,Teachers,Strangers",A little (mild),Sushi,20.0
409930,3,3 to 8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$5 to $25,Nothing,tea,"Parents,Siblings,Friends,Strangers",,Sushi,15.0
632975,3,5,"Week day lunch,Weekend lunch,At a party",15,No movie,Water,"Friends,Teachers",A lot (hot),Sushi,15.0
407221,4,3,"Week day dinner,Weekend dinner",$15 ,"Monsters, Inc.",Pepsi,Friends,A little (mild),Sushi,15.0
204508,4,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$10 ,ip man,tea,"Parents,Siblings,Friends",,Sushi,10.0
618700,2,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5,John Wick: Chapter 4,tea,"Parents,Siblings,Friends",,Sushi,5.0
627792,5,Two.,"Week day dinner,Weekend dinner,At a party",15 CAD.,Isle of Dogs.,Water.,"Parents,Siblings",,Sushi,15.0
712054,3,3,"Weekend dinner,At a party,Late night snack",$20 ,Star Wars,Barley Tea,"Siblings,Friends",A little (mild),Sushi,20.0
631881,3,3-8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$10-20,Jiro Dreams of Sushi,Sake or sparkling water,"Siblings,Friends",A moderate amount (medium),Sushi,15.0
716188,2,Raw seafood and rice,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",$15 ,Anime,tea,"Friends,Strangers",,Sushi,15.0
628744,5,5-8,"Week day lunch,Weekend lunch,At a party,Late night snack",$8-10,finding nemo,Water,"Parents,Siblings",,Sushi,9.0
604132,2,2,"Week day dinner,Weekend dinner",12,Anime,Water,"Parents,Siblings",,Sushi,12.0
629807,4,6,"Week day lunch,Week day dinner,Weekend lunch",20,Rush hour,water,Friends,A moderate amount (medium),Sushi,20.0
741428,4,6,"Weekend dinner,At a party",$13 ,,,Parents,,Sushi,13.0
633024,3,5,"Week day lunch,Week day dinner,Weekend lunch,At a party,Late night snack",12,N.A. (I only watched a few movies so I cannot think of any movie related to Sushi),water,Friends,A little (mild),Sushi,12.0
631221,3,Between 2 and 7.,"Week day dinner,Weekend dinner,At a party","$12

 ",Your name,Tea,Friends,,Sushi,12.0
601983,3,5,"Week day dinner,Weekend dinner,At a party",13,Django Unchained,Tea,"Parents,Siblings,Friends",A little (mild),Sushi,13.0
603007,1,2-3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",5 dollars,The samurai,Ramune,"Parents,Friends",,Sushi,5.0
601217,4,2,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",7 CAD,Oppenheimer,Diet coke,"Parents,Siblings,Friends",,Sushi,7.0
629221,4,6,"Week day dinner,Weekend dinner,At a party",$17 ,Big Hero 6,Water,Parents,,Sushi,17.0
634705,3,5,Week day dinner,$12 ,Shang-Chi and the Legend of the Ten Rings,Water,"Friends,Strangers",A moderate amount (medium),Sushi,12.0
630070,4,15,"Week day dinner,Weekend dinner,Late night snack",$15 ,Karate kid II,No Drink,"Parents,Friends,Strangers",,Sushi,15.0
630006,5,10,"Week day lunch,Weekend lunch,At a party",$15 ,Crazy Rich Asians,Mango Pulp,"Siblings,Friends",A little (mild),Sushi,15.0
629072,4,5,"Weekend lunch,Weekend dinner,At a party",$20 ,Rush Hour,Soup,Parents,,Sushi,20.0
630044,1,I think 5 ingredients,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",Perhaps 7 dollars.,Midnight Diner,Tea,"Parents,Siblings,Friends",,Sushi,7.0
626026,2,4,"Week day dinner,Weekend dinner,At a party,Late night snack",8$,7 samurai.,Water.,"Parents,Siblings,Friends,Teachers",,Sushi,8.0
520303,3,rice and protein,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",40,Godzilla,tea,"Siblings,Friends",,Sushi,40.0
630972,4,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",22 bucks,Finding Nemo,Water,"Parents,Siblings,Friends",,Sushi,22.0
630948,5,3,"Week day dinner,Weekend dinner",12,Finding Nemo,water,Strangers,,Sushi,12.0
626778,5,6 ingredients,"Week day dinner,Weekend dinner",$15 ,Cars 2,Coke Zero,"Parents,Siblings,Friends",,Sushi,15.0
631181,3,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",17,Rush hour,water,Parents,,Sushi,17.0
633541,2,3-6,Weekend dinner,20,Casablanca,Water,"Parents,Friends",A little (mild),Sushi,20.0
630098,4,"7 ingredients
Sushi rice (seasoned with rice vinegar, sugar, and salt)
Nori (seaweed)
Fish (e.g., tuna, salmon, shrimp, or crab)
Vegetables (e.g., cucumber, avocado, or radish)
Soy sauce
Wasabi
Pickled ginger (served on the side)","Week day lunch,Week day dinner,Weekend lunch,At a party",10 dollar,Jiro Dreams of Sushi ,Water.,Parents,,Sushi,10.0
629959,2,2,"Week day lunch,Weekend lunch,At a party",10 dollars,Pacific Rim,Water,"Siblings,Friends",,Sushi,10.0
633097,2,5,"Week day lunch,Week day dinner",$6 ,Train to Busan,Sake,"Parents,Friends",A little (mild),Sushi,6.0
605290,3,"Raw Salmon, rice, rice vinegar, cucumber, Avocado","Week day lunch,Week day dinner,Weekend dinner,At a party,Late night snack",$10/serving,"Love, hard",Matcha tea,Friends,,Sushi,10.0
