id,"Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)",Q2: How many ingredients would you expect this food item to contain?,Q3: In what setting would you expect this food to be served? Please check all that apply,Q4: How much would you expect to pay for one serving of this food item?,Q5: What movie do you think of when thinking of this food item?,Q6: What drink would you pair with this food item?,"Q7: When you think about this food item, who does it remind you of?",Q8: How much hot sauce would you add to this food item?,Label
626812,1,3.0,"Week day lunch,Weekend lunch,At a party",20,no movie,water,Parents,None,Sushi
631109,5,12.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$13-15,We Live In Time. In one of the scenes the chef is making sushi (I watched it recently),Water or maybe juice,Friends,None,Sushi
716766,4,2.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",10 for 10,Kodoku No Gurume,barley tea,"Parents,Siblings,Friends",None,Sushi
494103,2,7.0,"Week day dinner,Weekend dinner,Late night snack",9 dollars,Blade runner,Coca cola,"Parents,Siblings,Friends",None,Sushi
628102,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$10 ,Fast & Furious: Tokyo Drift,Water,Parents,None,Sushi
634683,5,8.0,"Week day lunch,Weekend dinner",dollar each,Lucy,Tea,Friends,None,Sushi
517774,1,2.0,"Weekend dinner,Late night snack",12,Spirited Away,sprite,Teachers,None,Sushi
408898,4,4.0,"Weekend dinner,At a party",10 dollars,Cars 2,Water,"Friends,Strangers",A little (mild),Sushi
603189,3,3.0,"Week day lunch,Week day dinner,Weekend dinner",10,lost in translation,water,Friends,None,Sushi
606857,4,3.0,"Weekend lunch,Weekend dinner",10 CAD,47 Ronin,Iced Tea,Strangers,None,Sushi
523080,3,4.0,"Week day lunch,Week day dinner,Late night snack",9.99,home alone,water,"Siblings,Strangers",None,Sushi
631014,2,4.0,"Week day dinner,Weekend dinner",$12 ,The Last Samurai,Coca Cola,Teachers,A little (mild),Sushi
503957,4,3.0,"Week day lunch,Week day dinner,Weekend dinner",$18 ,John Wick,Saporo,Friends,None,Sushi
524890,4,6.0,"Week day dinner,Weekend dinner",$25 ,Home Alone 2,Sake,"Siblings,Friends,Strangers",A moderate amount (medium),Sushi
717411,2,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$8 ,Japanese movie,iced tea,"Parents,Friends,Teachers,Strangers",A little (mild),Sushi
525311,4,5.0,"Week day lunch,Weekend lunch,Weekend dinner,At a party",$10 ,Godzilla,Tea,"Parents,Siblings,Friends",None,Sushi
630967,5,7.0,"Week day dinner,Weekend dinner",25,Hunger,Water,Friends,None,Sushi
604969,4,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$15 ,Cars 2,Sparkling water,"Parents,Siblings,Friends,Strangers",None,Sushi
524480,5,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$15 ,Spirited Away,Water,Friends,None,Sushi
630121,3,10.0,"Week day dinner,Weekend dinner,At a party",around $15,Mulan,water,Strangers,A little (mild),Sushi
629615,5,5.0,"Week day lunch,Weekend lunch,At a party,Late night snack","1 roll: =1.5 dollars

8 pieces: 12 dollars",The Breakfast Club,Jasmine tea,"Friends,Strangers",None,Sushi
634977,4,4.0,"Week day lunch,Weekend lunch",7,Mulan,water,"Friends,Strangers",None,Sushi
630823,5,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",14,The Intern,Coke,"Parents,Friends",None,Sushi
632228,5,20.0,"Weekend dinner,At a party",12 to 15 dollars,Karate Kid,Water,"Friends,Strangers",A little (mild),Sushi
504548,1,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$10 ,The Meg (2018),Soy Sauce,"Parents,Siblings,Strangers",None,Sushi
522477,1,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","Around $10, but if it comes with high standard fish, I would say $20 or more.",Madagascar,Nestea,"Siblings,Friends",A little (mild),Sushi
523461,4,5.0,"Week day lunch,Weekend lunch,At a party,Late night snack",$6 ,Rush Hour 2,Sake,Friends,A moderate amount (medium),Sushi
312640,2,3.0,"Week day dinner,Weekend lunch,Weekend dinner",16,Rush Hour series ,Yuzu the alcoholic drink,"Parents,Siblings",None,Sushi
854745,2,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",$12 ,Doraemon,Tea,"Parents,Friends",None,Sushi
711854,1,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack","One box, $10",Kill Bill,Water,"Friends,Strangers",None,Sushi
739254,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10 dollars,Ultraman: Rising,Water,Strangers,A little (mild),Sushi
621555,3,4.0,"Week day dinner,Weekend dinner","If it's sashimi, 20$ ish, give or take a few. If it's just a roll, a serving of 6 rolls is about 8-10 dollars for an average roll.",None.,Tea and water.,"Parents,Siblings",None,Sushi
602482,2,4.0,"Week day lunch,Weekend lunch,Weekend dinner,At a party,Late night snack",12-18 dollars,21 Jump Street,Water,"Parents,Friends",None,Sushi
630416,4,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$9 ,"Ratatouille, because sushi needs to be sliced and they slice food in Ratatouille.",Water ,"Friends,Strangers",I will have some of this food item with my hot sauce,Sushi
505458,2,2.0,"Week day dinner,Weekend dinner,At a party,Late night snack",3,Japanese,Tea,"Siblings,Friends",None,Sushi
296589,3,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",Around $5-15,Pearl Harbour,"Water, sake","Parents,Friends,Teachers,Strangers",None,Sushi
604826,3,6.0,"Week day lunch,Weekend lunch,Weekend dinner",I expect to pay for 15 dollars for one serving of this food item.,I think about the movie Good Time when thinking of this food item.,I will pair this food item with green tea.,Teachers,None,Sushi
387820,4,6.0,Weekend lunch,25CAD,Who am I (2005?),coca cola,"Siblings,Friends",A moderate amount (medium),Sushi
603612,3,2.0,"Week day dinner,Weekend lunch,Weekend dinner",25,Finding Nemo,Sake,"Parents,Strangers",None,Sushi
712252,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$7 ,Memoirs of a Geisha,Water,Friends,None,Sushi
742226,2,10.0,"Week day lunch,Weekend lunch,At a party,Late night snack",20,Howl's Moving Castle,Alcohol,"Friends,Strangers",I will have some of this food item with my hot sauce,Sushi
712771,2,3.0,"Week day dinner,Weekend dinner",20,Memory of a Geisha,Hot tea,Siblings,None,Sushi
746466,5,4.0,"Week day dinner,Weekend lunch,Weekend dinner",13,Your Name,Green Tea,Parents,None,Sushi
601737,3,5.0,"Week day lunch,Weekend lunch,Weekend dinner",15 dollars,last samurai,green tea,Parents,None,Sushi
631902,4,4.0,"Week day lunch,Weekend lunch,Weekend dinner,Late night snack",$20 ,Shark Tale,Water,"Parents,Siblings",A little (mild),Sushi
312320,5,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",sushi small order = 6 pieces with meat not tofu = $12,"I think of Ninja movies with I think of sushi, especially Japanese Anime ninja movies","I think of sake, suju and Coke Cola for sushi food item","Parents,Siblings,Friends,Teachers",None,Sushi
519986,2,4.0,"Week day lunch,Week day dinner,Weekend dinner",18,ratatouille,water,"Friends,Strangers",None,Sushi
626771,4,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",I would expect to pay between $10-20 CAD for one serving of this food item.,I think of the movie Jiro Dreams of Sushi. It is a movie about  an 85 year old sushi master behind a three Michelin star sushi restaurant and his sons who are set to take over the business.,"I would pair this food item with a green tea or simply just water. The reason I say green tea is because it can be hard to digest, so the tea helps! Often times, restaurants/buffets that serve this food will also make green tea an optional drink!","Parents,Siblings",None,Sushi
407257,5,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",25,Rush Hour,Cocktail,"Parents,Friends,Strangers",None,Sushi
626883,3,4.0,"Week day lunch,Weekend lunch",$15 ,Howl's Moving Castle,Water,"Friends,Strangers",None,Sushi
727339,3,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",2$ to 4$,City Hunter,Miso soup,"Parents,Siblings,Friends",None,Sushi
631448,3,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",Around 5 dollars,Mulan,Tea,"Parents,Siblings,Friends",A lot (hot),Sushi
634885,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$8 ,Spirited Away,Tea,"Parents,Siblings",None,Sushi
619932,4,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$20 ,Some Ghibli movie,Tea,"Parents,Siblings",None,Sushi
601986,2,4.0,Late night snack,11.02$,Alita:the warrior,rice tea,Strangers,I will have some of this food item with my hot sauce,Sushi
631141,2,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$10 ,Monsters Inc.,Jasmine tea,"Parents,Siblings,Friends",None,Sushi
631069,3,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$12 ,monsters Inc,Tea,"Parents,Siblings,Friends",None,Sushi
634508,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$8 ,The karate kid,Soju,"Parents,Strangers",A moderate amount (medium),Sushi
206744,2,9.0,Weekend dinner,$7 ,John Wick: Chapter 3 - Parabellum,water,"Siblings,Friends",None,Sushi
498213,2,2.0,"Week day dinner,Weekend lunch,Weekend dinner","it depends on how big the portion is. let say 8 pieces of salmon roll then I will happy to pay around 7 cad but sushi is usually expensive and 8 piece of sushi won't make me full. if to eat and be happy then 18-20 cad. but since for the other data I only say for not so full, so my final answer is 15.","almost all asian movies, especially Japanese. Not any movie in particular comes in mind.",I would pair it with water to reserve the sushi taste.,"Parents,Siblings,Friends",None,Sushi
627496,5,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",8.00 dollars,Haikyu,Soju,"Friends,Strangers",A moderate amount (medium),Sushi
629659,2,3.0,"Week day lunch,Weekend lunch,At a party",1$,Oppenheimer ,Sake,Friends,A lot (hot),Sushi
630190,4,2.0,Weekend lunch,$30 ,I don't think of any movies. I think of anime.,Water.,Parents,None,Sushi
401586,4,5.0,"Week day dinner,Weekend dinner,At a party",10,The Spy Next Door,tea,Parents,None,Sushi
629263,3,5.0,"Week day lunch,Weekend lunch,Weekend dinner",$10 ,Rush hour,Lemonade,Friends,A moderate amount (medium),Sushi
631678,2,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$4 ,Into the Spiderverse,Tea,Friends,None,Sushi
411681,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$20 ,Godzilla,Water,"Friends,Strangers",None,Sushi
518733,3,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",3 dollars,shang chi,water,Parents,A moderate amount (medium),Sushi
630378,3,6.0,"Week day lunch,Weekend dinner,At a party,Late night snack",$10 ,Rush Hour,Iced Tea,Friends,A moderate amount (medium),Sushi
631142,5,4.0,"Week day lunch,Weekend lunch",$17 per serving,Your Name,Water,"Friends,Strangers",A little (mild),Sushi
519976,3,6.0,"Weekend lunch,Weekend dinner",20,Breakfast club (One of the characters gets into an argument with someone else if eating sushi is allowed),Tea,Friends,None,Sushi
604991,5,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",25,Monsters Inc.,Water,"Friends,Strangers",None,Sushi
522483,3,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$15-20,Nothing,water or tea,"Parents,Friends",A little (mild),Sushi
629723,5,3.0,"Week day dinner,Weekend dinner",$20 ,Heretic,Baijiu,Friends,None,Sushi
387522,4,3.0,"Weekend lunch,Weekend dinner",30,Crayon Shinchan,Green Tea,"Parents,Siblings,Friends",None,Sushi
613484,5,5.0,"Weekend dinner,At a party",$6.00 ,Aquaman,Ice tea,Parents,A lot (hot),Sushi
388729,1,10.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",15-20 dollar,"It sounds like you're referring to the movie Ratatouille! It’s a Pixar animated film about a rat named Remy who dreams of becoming a great chef despite being a rodent in a profession dominated by humans. The story is set in Paris, and it beautifully blends themes of passion, creativity, and perseverance in the culinary world. Let me know if this is the one you're thinking of!",fruit tea,"Parents,Siblings,Friends,Teachers,Strangers",None,Sushi
494373,2,2.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",6,Bullet train,"Barley tea
----------",Friends,None,Sushi
630977,3,4.0,"Weekend dinner,Late night snack",25 dollars,No movie,Water,"Siblings,Friends",A moderate amount (medium),Sushi
621982,1,2.0,Weekend lunch,25 dollars,Lost in Translation,coke,Friends,None,Sushi
605537,1,2.0,Week day dinner,0.5,Ratatouille,soft drink,Friends,None,Sushi
607073,2,6.0,"Week day lunch,Weekend lunch",15-Oct,anime movie,just water,"Parents,Friends,Strangers",None,Sushi
624443,4,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$10 ,Kill Bill,Tea,Friends,None,Sushi
718089,1,2.0,Weekend dinner,$12-$20,Cars 3,Sake,Parents,None,Sushi
622727,5,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$10 to $12,East Side Sushi,Water or tea,"Siblings,Strangers",A moderate amount (medium),Sushi
609617,5,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",12$ would be fair value,Shang Chi: The legend of ten rings,Iced Tea,Friends,None,Sushi
526064,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$1 ,Spirited Away,Water,Friends,None,Sushi
609179,2,5.0,Weekend dinner,20,Tokyo Drift,milk,Strangers,A moderate amount (medium),Sushi
627638,3,2.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","Assuming a serving means a small box of sushi for one person, around $12-$16.",No movies come to mind.,Tea or water.,"Parents,Siblings,Friends",None,Sushi
411117,5,7.0,"Week day dinner,Weekend dinner",$7.50 ,Monsters Inc.,Water,"Parents,Siblings,Friends",None,Sushi
634430,4,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$2.00 ,Tokyo Drift,Juice,Friends,None,Sushi
631711,3,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$1 ,Turning Red,Root beer,Strangers,A lot (hot),Sushi
606010,2,2.0,"Week day lunch,Weekend dinner",1-2$ USD,chandni chowk to china,green tea,"Siblings,Friends,Strangers",None,Sushi
631436,4,3.0,"Week day lunch,Weekend lunch","For 4pc's of classic sushi, you should be setback about $5. ","I think of the movie Jaws because sushi is fish and Jaws is a movie about shark, which is a fish. ",I would pair classic water with sushi to bring out its umami flavour. ,"Parents,Siblings,Friends",None,Sushi
633712,5,4.0,"Week day dinner,Weekend dinner",10,Isle of Dogs,Water,Friends,None,Sushi
609556,4,9.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",14 dollar,Fast and Furious Tokyo Drift,Ocha,"Parents,Siblings,Friends",None,Sushi
520090,4,2.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$12 ,Spirited Away,Green Tea,Parents,None,Sushi
602234,5,7.0,"Week day dinner,Weekend dinner,At a party","For one serving of sushi, I expect to pay like $16. It's so good yet so expensive :(","When eating sushi, I think of the movie ""Shrek 2"".",I would pair bubble tea with sushi. Mmmmm... boba...,"Siblings,Friends,Strangers",None,Sushi
741592,2,3.0,"Week day lunch,Weekend lunch,At a party",1.49,Your Name,Water,Strangers,None,Sushi
628547,5,5.0,"Week day lunch,Week day dinner,Weekend lunch,Late night snack",$20 ,Monsters Inc,Tea,"Siblings,Friends,Strangers",A little (mild),Sushi
501513,2,2.0,"Week day dinner,Weekend dinner,At a party",10,Midnight dinner,Soju,"Parents,Friends",A little (mild),Sushi
630929,4,8.0,"Weekend dinner,At a party",$5 ,spirited away,tea,"Parents,Siblings",None,Sushi
617379,5,4.0,"Week day dinner,Weekend lunch,Weekend dinner",$10 ,Kung fu panda,Mango juice,"Parents,Siblings",A little (mild),Sushi
617310,3,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10.99,Karate Kid,Water,Friends,None,Sushi
495424,2,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$15 ,Kill Bill,Sake,Parents,None,Sushi
622787,5,3.0,"Week day dinner,Weekend dinner",13,madagascar,tea,"Parents,Friends,Strangers",A little (mild),Sushi
631716,5,6.0,Weekend dinner,$40 ,Penguins of Madagascar,Green Tea,"Parents,Siblings",None,Sushi
741658,3,3.0,"Week day dinner,Weekend dinner,At a party",20 dollar for many sushi,"No, But I think Japan.",soup ?,"Parents,Siblings,Friends,Teachers",A little (mild),Sushi
620745,5,10.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",$10 ,Monsters Inc.,Water,Friends,None,Sushi
611932,2,4.0,"Weekend lunch,Weekend dinner",$12 ,John Wick 3,Water,"Parents,Strangers",None,Sushi
635602,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$25-40,Monsters Inc.,water,Strangers,None,Sushi
619892,5,8.0,"Week day lunch,Weekend lunch,Late night snack",$15.00 ,"Monsters, Inc.",Pepsi,"Parents,Siblings,Friends,Strangers",A moderate amount (medium),Sushi
529289,4,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$25 ,Kill Bill,Iced Tea,"Parents,Siblings,Friends,Strangers",None,Sushi
630738,3,10.0,"Week day lunch,Weekend lunch,Weekend dinner,At a party",13,none,miso soup,"Parents,Siblings,Friends,Strangers",None,Sushi
524766,2,2.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10,Idk,Water or soup,"Parents,Siblings,Friends",None,Sushi
522148,1,5.0,"Week day dinner,Weekend dinner,At a party",10,pokemon,rice wine,Strangers,None,Sushi
601547,3,2.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",20 per serving,no movie came up to my mind,tea,Friends,None,Sushi
631046,2,3.0,"Week day dinner,Weekend dinner",30,Tokyo Drift,Tea,"Parents,Siblings,Friends",None,Sushi
66222,5,7.0,Week day dinner,20,Tokyo drift,Zero sugar coca cola,Parents,None,Sushi
603182,4,20.0,"Week day lunch,Weekend lunch",10 dollars,Jiro Dreams of Sushi,Juice,Friends,None,Sushi
632117,2,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack","One serving of sushi would probably mean one piece of sushi, so $1 or less.",Ratatouille.,Water.,"Friends,Strangers",A lot (hot),Sushi
630209,4,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$11 ,Kiki’s Delivery Service,Ginger tea,"Parents,Siblings,Friends",None,Sushi
413395,2,5.0,"Week day dinner,Weekend dinner",5-Mar,Romantic Movies,Soup,"Parents,Siblings,Friends",None,Sushi
386750,3,4.0,"Week day lunch,Weekend lunch",About 12 to 15 dollars,One Piece Film Gold,Water,Friends,A little (mild),Sushi
617178,2,3.0,"Week day lunch,Weekend lunch,At a party",10 dollars,I think of the anime Food Wars,Nothing in particular– probably just water,Parents,None,Sushi
630128,1,3.0,"Week day lunch,Weekend lunch,Late night snack",$1 or less (for a single roll),John Wick 3,Any tea,"Siblings,Friends,Strangers",A little (mild),Sushi
